listing_name,listing_url,listing_image,shop_name,size_options,shop_location,allows_returns,total_shop_sales,shop_reviews_count,shop_5_star_rating_percentage,shop_4_star_rating_percentage,shop_3_star_rating_percentage,shop_2_star_rating_percentage,shop_1_star_rating_percentage,item_reviews_count,listing_customer_reviews,listing_customer_reviews,listing_customer_reviews,listing_customer_reviews,start_price,ship_cost_germany
"Linen flower girl dress, girls linen dress",https://www.etsy.com/listing/972211323/linen-flower-girl-dress-girls-linen?click_key=b4e3ba6fc56c3b6d9669668157f46720efd90b51%3A972211323&click_sum=6286da7f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-159-4&frs=1&sts=1,https://i.etsystatic.com/19445394/c/957/761/0/167/il/7a3738/3206016903/il_340x270.3206016903_f488.jpg,LissiKids,0,Ukraine,0,2318,369,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,77.61,0.0
ALMA Baby toddler & Girl flower dress outfit special Birthday EASTER WEDDING tea party garden spring summer rings beach baptism heirloom,https://www.etsy.com/listing/671665911/alma-baby-toddler-girl-flower-dress?click_key=0a1ecb827937a467310bb43980dafdfac9ef44f2%3A671665911&click_sum=9d21d7bd&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-159-5,https://i.etsystatic.com/9692388/r/il/ac10e3/1732294620/il_340x270.1732294620_p4r6.jpg,Moniquesthingsshop,17,Spain,0,2161,447,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,30.0,19.0
"First communion dress,Flower girl dress lace,Tulle flower girl dress,Birthday dress,Tutu girl dress,White girls dress,Baby flower girl dress",https://www.etsy.com/listing/1121040672/first-communion-dressflower-girl-dress?click_key=0c6cfb75852cb82a743bcbb96d10afbaf78d6653%3A1121040672&click_sum=2fa9a837&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-159-6&pro=1&frs=1,https://i.etsystatic.com/21818448/c/1000/794/0/363/il/714e2e/3564974723/il_340x270.3564974723_sjz3.jpg,BoutiqueDeCharme,0,Ukraine,0,7041,1559,0.97,0.03,0.01,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,141.27,0.0
"Ivory Organza Flower Girl Dress, Lace Up Corset Dress, Ivory Lace Dress, Communion Dresses, Baptism Dress, Wedding Dress, Junior Bridesmaid",https://www.etsy.com/listing/677110629/ivory-organza-flower-girl-dress-lace-up?click_key=9b143a90f9c0be61aed89209fd786f4f266bd5f9%3A677110629&click_sum=aff77d39&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-159-7&pro=1&sts=1,https://i.etsystatic.com/17317016/c/2727/2165/252/435/il/01f6d0/1802345417/il_340x270.1802345417_by7q.jpg,ThaliaSDesign,5,"Hacienda Heights, CA",1,30960,4692,0.0,0.0,0.0,0.0,0.0,12,"The dress was exactly as described. The dress fit perfectly, I did use the sizing chart. It was delivered within days of when I ordered and I did not pay for expedited shipping. Beautiful dress. Fantastic service!!",This is literally one of the most beautiful dresses I have bought for my daughter!,This dress was absolutely perfect for my flower girls. And communication with the vendor about the sizes was clear. Would highly recommend!,"This dress is spectacular! Very well made; and a flattering fit. My 5-year-old loves to twirl in it, and it appears to be quite comfortable for her. Thank you for the quick service and quality dress.",37.66,57.17
0-3T White Sequin Flower Girl Dress Sequined Toddler Dress Elegant Tutu Dress Feather Sleeves Dress Tutu Gown Baptism Dress with Big Bow,https://www.etsy.com/listing/1193868157/0-3t-white-sequin-flower-girl-dress?click_key=d9ecda5144b08e6a26eae0e94d50bd75122a8800%3A1193868157&click_sum=2e8e1c7d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-159-8&cns=1&sts=1,https://i.etsystatic.com/32311312/c/1831/1455/156/406/il/9fa4ac/3773810637/il_340x270.3773810637_d549.jpg,MNRVGoods,14,"Dallas, TX",0,314,67,0.0,0.14,0.0,0.0,0.0,7,"This dress is everything I could have asked for and more!! Absolutely PERFECT! I searched for THE dress for my baby's 1st birthday for 3 months, I needed poofy, sparkly and EXTRA and i fell head over heels in love with the demo photo on the website and fell even further in love when it came in the mail!😍 its AMAZING quality and super fast shipping. It's extra sparkly and super poofy, the bow and the feathers give it that EXTRA feeling I was looking for! If I could rate this dress and this seller 100 ⭐s I WOULD! HIGHLY RECOMMEND. if your thinking about it BUY IT.  You won't be disappointed!",Absolutely gorgeous! The fit was perfect and the dress is stunning! Great communication when the dress was stuck in the usps system. Beautiful packaging! Definitely my new place for dresses!,Though the dress is beautiful It is too small doesn’t zip . Looking forward to working with this company to  get a new dress made.,Love this item!,114.28,47.49
Imperfect Baby Girl Lace Dress 'Melissa' | Flower Girl Dress | Baby Girl Baptism & Christening Dress | Lace Baby Dress | FINAL SALE,https://www.etsy.com/listing/1109096669/imperfect-baby-girl-lace-dress-melissa?click_key=d8c288a4023708d71b9758114f1e8646c2334930%3A1109096669&click_sum=f177134d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-1&sca=1,https://i.etsystatic.com/10624945/c/696/553/0/86/il/22ea47/3423364106/il_340x270.3423364106_k6qk.jpg,BabyBeauandBelle,2,"Gig Harbor, WA",1,12173,2194,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,154.46,26.38
Red lace tulle satin formal flower girl dress for special occasion bridesmaid party wedding pageant photoshoot birthday Christmas,https://www.etsy.com/listing/686810219/red-lace-tulle-satin-formal-flower-girl?click_key=be611ed5c7c447293ed26a299a4883f5b0b62621%3A686810219&click_sum=d3009712&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-2&sts=1,https://i.etsystatic.com/10868262/r/il/b3b36f/1795737376/il_340x270.1795737376_1dg3.jpg,KingdomBoutiqueUA,0,Ukraine,1,5769,1375,0.95,0.03,0.01,0.0,0.01,0,N.A.,N.A.,N.A.,N.A.,405.23,52.76
"Dusty rose flower girl dress, Flower girl dress satin, Girl dress with train, Ivory girl dress, First communion dress, Tutu flower dress",https://www.etsy.com/listing/1141995667/dusty-rose-flower-girl-dress-flower-girl?click_key=a1eed6e1261973ff05d704aec0a4a87eab8d438d%3A1141995667&click_sum=7d7e605c&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-3&pro=1&frs=1,https://i.etsystatic.com/21512279/c/2000/1589/0/897/il/0a095d/3538364780/il_340x270.3538364780_gng2.jpg,ColibriFashionStudio,0,Ukraine,0,6364,1201,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,124.32,0.0
"Flower Girl Dress, Grey Tutu Dress, Gray Flower Girl Dress, Floor Length, Tulle Ball Gown, Silver Wedding, Girls Fancy Tutu Dress, Kids Tutu",https://www.etsy.com/listing/222782372/flower-girl-dress-grey-tutu-dress-gray?click_key=0634de40dd3f01714fbb4a6c5d3a1f2297be83f8%3A222782372&click_sum=0330dd7f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-4,https://i.etsystatic.com/6559942/c/869/694/37/671/il/4186f3/2209320399/il_340x270.2209320399_4obt.jpg,OnceUponATimeTuTus,18,"Barto, PA",0,90341,33537,0.95,0.03,0.01,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,75.34,26.37
"tulle flower girl dress, wedding dress , tutu dress, tulle dress, dress for girl, girl dress, flower girl baby, dress, flower girl dress",https://www.etsy.com/listing/984654013/tulle-flower-girl-dress-wedding-dress?click_key=085bbe6045f506af330ad6e7e4c31f4fc6729493%3A984654013&click_sum=8db6ab2b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-5&pro=1&sts=1,https://i.etsystatic.com/6972338/c/2400/1907/0/317/il/0da2d6/4194393408/il_340x270.4194393408_eo12.jpg,Thelittlekitten23,6,"Elmer, NJ",1,56591,7786,0.0,0.0,0.0,0.0,0.0,10,Beautiful dresses! My girls look amazing in them! I sized down from their normal sizes based on the measurements and they fit perfectly!,"The dress is wonderful. My daughter fell in love right away. I was a bit surprised that there is no zipper, but with a little patience it goes like this. Looks great and is cuddly soft :)",Love it!,"Beautiful dresses, they fit great and will be cool enough ough for a summer wedding!",75.73,28.16
"Tutu Dress with bustle tail. Twilight inspired tutu, unicorn headband. Girls pony tutu dress, flower tutu dress, purple tutu dress,",https://www.etsy.com/listing/717445672/tutu-dress-with-bustle-tail-twilight?click_key=ed0093484ebe0049ee1db240f32dc6cb6f5dc0c5%3A717445672&click_sum=f406962d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-6,https://i.etsystatic.com/16077303/r/il/13875c/1985505374/il_340x270.1985505374_5o53.jpg,Feathersparkle,9,United Kingdom,0,198,30,0.0,0.0,0.0,0.0,0.0,5,"Lucy was amazing. I was on a time restraint and she worked with me. Her item was AMAZING. Amazing quality, amazing all around. My 4 year old daughter couldn’t get enough of her dress. Would buy again. Worth every penny. (My Mom sews and is very critical, and even she agrees Lucy’s work was amazing)",Couldn’t get enough of it. Lucy did an AMAZING job. It was worth every penny.,"The dress is amazing, my little daughter loves it so much. Even her older brother was excited and her teenage sister too. 
Thanks for this exceptional piece of work. It has a much better quality than I thought, it's wonderful. :-))) 
Love from Germany.",Amazing dresses bodice lined and skirt is even more puffy then I expected  lovely lady great communication,28.96,19.47
"Ivory tulle flower girl dress, V back dress with pearls, Communion dress, Floor length",https://www.etsy.com/listing/888224931/ivory-tulle-flower-girl-dress-v-back?click_key=58c27586c8cf26816eb2f7b92b6e254a8600f99f%3A888224931&click_sum=53214b6a&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-7&frs=1&sts=1,https://i.etsystatic.com/23539148/c/2000/1589/0/170/il/3432b2/2642957237/il_340x270.2642957237_q4fk.jpg,SHDRCLOTH,0,China,1,5257,801,0.0,0.13,0.0,0.0,0.0,8,"AMAZING dress! The quality is amazing, each pearl is individually sewed on, the seller is SO HELPFUL with sizing and quick to respond! We needed this quickly and she was able to deliver it ASAP with custom measurements. I would definitely buy from this shop again!",perfect! is beautiful and my niece loved it for her dress for my wedding,"beautiful dress can't wait for my daughter to wear it at our wedding. 
The satin top on the dress unfortunately is much more cream than Ivory and not what I was hoping for. All in all beautifully made and great quality.","Used for a flower girl dress, very pretty.",89.16,0.0
Rustic Country Classic Off White Ivory High Low Ruffle Dress Rose Gold Sequin Bow Wedding Flower Girl Newborn Toddler Pageant Birthday Prop,https://www.etsy.com/listing/634881033/rustic-country-classic-off-white-ivory?click_key=e85b2307b809179d564cbaada4777cb608dd0ae2%3A634881033&click_sum=1860df37&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-160-8&pro=1,https://i.etsystatic.com/14459143/c/2250/1786/0/501/il/899a4c/1631759731/il_340x270.1631759731_fx9t.jpg,ToddlersAndTulle,11,"Maywood, CA",0,33745,5266,0.0,0.0,0.0,0.0,0.0,8,My daughter wore this for our wedding. She was the flower girl.. This dress was everything ❤️,Entire process was simple! Shop was very friendly with my inquiries. Dress arrived quick and is just as beautiful as pictured!,I got this dress for and upcoming wedding where my daughter is the flower girl. The dress is perfect on her! She will be four in two months. I purchased a size 2.,So stinking cute! My niece is so thrilled to wear this for our wedding day. I ordered it a little big o purpose so she could keep wearing it for dress up for a few months. But it still looks great and we can't wait for the big day! Thank you!,96.05,32.7
Red Smocked Floral Dress,https://www.etsy.com/listing/887424251/red-smocked-floral-dress?click_key=540c6370114d6a663c30fe5e845848a185e0e279%3A887424251&click_sum=74b3d58e&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-1,https://i.etsystatic.com/17908621/r/il/e6f745/3495625971/il_340x270.3495625971_hpio.jpg,HouseofScarlett17,6,United Kingdom,0,387,54,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,40.55,9.73
"Blush Flower Girl Dress, Flowergirl dress, Tutu dress, Lace flower girl dress Junior bridesmaid dress",https://www.etsy.com/listing/1167667264/blush-flower-girl-dress-flowergirl-dress?click_key=52bb0afbcb316ea822334f7748c6994ba67f5a09%3A1167667264&click_sum=442dd445&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-2&pro=1&frs=1,https://i.etsystatic.com/24582521/r/il/7c1e06/3678851920/il_340x270.3678851920_7p8j.jpg,PapillonDress,0,Moldova,0,129,32,0.84,0.13,0.0,0.03,0.0,0,N.A.,N.A.,N.A.,N.A.,112.08,0.0
Lavender Lilac Flower girl Tutu Dress- Flower girl Lavender Tutu Newborn to young Teen,https://www.etsy.com/listing/188557375/lavender-lilac-flower-girl-tutu-dress?click_key=cad37d5f3d056dfa67109984a43ac44c3abd6204%3A188557375&click_sum=dba04516&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-3,https://i.etsystatic.com/8816264/r/il/536a4d/668467610/il_340x270.668467610_bsc6.jpg,FunkidsandUsBoutique,22,Australia,1,13051,2394,0.9,0.04,0.01,0.01,0.05,0,N.A.,N.A.,N.A.,N.A.,46.9,19.5
"Girls reversible woodland fox dress, sizes newborn to 6 years, super cute, spotty, a-line dress, fox, pinafore",https://www.etsy.com/listing/834510043/girls-reversible-woodland-fox-dress?click_key=518b5002a6753fc2922857241a9c4e262dc667af%3A834510043&click_sum=286bf90f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-4,https://i.etsystatic.com/16017289/r/il/89a3f3/2397501742/il_340x270.2397501742_bv78.jpg,SewMaterialGirls,11,United Kingdom,0,3158,645,0.99,0.01,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,21.72,6.08
Black & White party dress-Baby dress-Spring dress-Summer dress-Girls dress-Toddler dress-Birthday dress-Xmas Baby dress-1st Birthday dress,https://www.etsy.com/listing/969841521/black-white-party-dress-baby-dress?click_key=6a17b595ea84357ee61cb809f12cedeebdac070d%3A969841521&click_sum=0cea0837&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-5&sts=1,https://i.etsystatic.com/18935141/r/il/e93a20/2899661396/il_340x270.2899661396_6rx1.jpg,MillieGraceBoutique,19,United Kingdom,0,1897,340,0.0,0.0,0.0,0.0,0.0,5,"The most beautiful dress!!! I’m so pleased, thank you so much! Gorgeous quality - just perfect ❤️","It’s a beautiful dress, great quality and the shipping was fast😍😍","Once again you out did yourself!  Pictures to come.
Take care",beautiful dress. very good quality,50.68,16.43
"Sweetheart Gentle Tea-length Prom Dress Corset, Spaghetti Straps Embroidery Flowers Tulle Fairy Ball Gown Wedding Dress, Homecoming Dress",https://www.etsy.com/listing/1234187830/sweetheart-gentle-tea-length-prom-dress?click_key=2bc4c79d9ce51b32ec330ef9ac9ffce7d47f100c%3A1234187830&click_sum=792a12de&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-6,https://i.etsystatic.com/33705626/c/2311/1834/0/0/il/2c61b7/3930990448/il_340x270.3930990448_b2lh.jpg,PaulDesignUK,0,United Kingdom,1,262,72,0.72,0.13,0.0,0.03,0.13,0,N.A.,N.A.,N.A.,N.A.,229.98,0.0
MAUVE TUTU DRESS - Tutu Tulle Dress For Baby Girl - Infant Girl Party Wear Fluffy Dress - Custom Size Cute Toddler Girl Birthday Dress,https://www.etsy.com/listing/865237474/mauve-tutu-dress-tutu-tulle-dress-for?click_key=9827ab01572fa5a60862be29173ada634b2780f2%3A865237474&click_sum=cc564396&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-7&pro=1,https://i.etsystatic.com/24994897/r/il/e97f67/4278854742/il_340x270.4278854742_biwl.jpg,JollyHandmadeBaby,9,Vietnam,0,247,77,0.9,0.01,0.03,0.01,0.05,0,N.A.,N.A.,N.A.,N.A.,31.4,21.11
"Ivory Tulle Flower Girl Dresses, Gold Sequin Dress, Will You Be My Flower Girl, Girls Boho Dresses, Flower Girl Gift",https://www.etsy.com/listing/472753263/ivory-tulle-flower-girl-dresses-gold?click_key=12d1f24f789a9c28f1a03155156b6e7829579864%3A472753263&click_sum=9c6fef54&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-161-8&etp=1&sts=1,https://i.etsystatic.com/11586724/r/il/ef3bbc/935177404/il_340x270.935177404_nrd0.jpg,NicolettesCouture,10,"Dubuque, IA",1,69426,10779,0.0,0.04,0.13,0.0,0.0,24,"The quality is impeccable, even more beautiful in person. Made so incredibly well. And got to us SO FAST, I can’t believe it. My flower girl is going to look absolutely beautiful in this dress!

Thank you 💕","My daughter absolutely loves her dress. The color, fabric, and quality is excellent. We had no problem ordering. My daughter just turned 6, so I got her the 6/7 size but it was too big. It was easy to exchange and ship the item for a smaller size. The 5T fits her perfect. Our wedding day is coming up, and we are excited to showcase her dress along with everything else. Highly recommended 👍",Dress was great the straps were a little long for my toddler but nothing a quick alteration couldn't not fix! The seller was prompt with response and the dress got to me super quick! Perfect flower girl dress!,This dress fit perfectly on my 3 year old daughter!,72.83,36.94
Olivia Baby Girl Polka Dot Ribbed Jersey Ivory Dress Tutu Birthday Party Gift with Free Headband,https://www.etsy.com/listing/1163713391/olivia-baby-girl-polka-dot-ribbed-jersey?click_key=119ce00e3e3d6b29c2ef43ae7c25c3554dfd05e3%3A1163713391&click_sum=52c4e066&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-1&sts=1,https://i.etsystatic.com/21525886/c/620/492/0/204/il/22dd39/3657648255/il_340x270.3657648255_crfy.jpg,MissBebonito,12,United Kingdom,1,826,166,0.94,0.05,0.01,0.01,0.0,0,N.A.,N.A.,N.A.,N.A.,37.5,20.56
Pearl flower girl dress First Communion Baptism Junior bridesmaid - model Bela,https://www.etsy.com/listing/655383857/pearl-flower-girl-dress-first-communion?click_key=65138ec0530126b938fbf5110d47f9f979f300e5%3A655383857&click_sum=048cab0d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-2&sts=1,https://i.etsystatic.com/14318225/r/il/8370ec/1716970665/il_340x270.1716970665_1h3v.jpg,MySweetQueenUS,13,"Naples, FL",0,1341,297,0.94,0.04,0.01,0.0,0.01,0,N.A.,N.A.,N.A.,N.A.,283.88,86.32
"Pageant girls dress Custom color 3D flower girl dress - model ""Taylor""",https://www.etsy.com/listing/967990590/pageant-girls-dress-custom-color-3d?click_key=61c9b1de39d8d10662a3c0b777814be748c5fe44%3A967990590&click_sum=ef04903e&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-3&cns=1&sts=1,https://i.etsystatic.com/14318225/r/il/0cf33e/2987147997/il_340x270.2987147997_fp1w.jpg,MySweetQueenUS,14,"Naples, FL",0,1341,297,0.94,0.04,0.01,0.0,0.01,0,N.A.,N.A.,N.A.,N.A.,23.86,86.32
"Liberty of London dress,Liberty print dress,Liberty girl dress,first birthday dress,Liberty fabric dress,christening dress,flower girl dress",https://www.etsy.com/listing/1144013010/liberty-of-london-dressliberty-print?click_key=ce3086e4311ba701434e0913df048929fec5abb0%3A1144013010&click_sum=aea239fc&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-4&pro=1&sts=1,https://i.etsystatic.com/19229749/r/il/b898c1/3691939326/il_340x270.3691939326_onj2.jpg,LibertyJardin,12,France,0,2877,691,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,62.3,12.0
"Sequins Lace Tulle Flower Girl Dress, Rainbow Princess Gown TUTU kids Party Wedding Dress, Unicorn Junior Bridesmaid Pageant Dresses Cosplay",https://www.etsy.com/listing/1162787261/sequins-lace-tulle-flower-girl-dress?click_key=07071097ef7fa78e2242e4706621b846ab7a547d%3A1162787261&click_sum=1272d0fd&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-5&pro=1&frs=1&sts=1,https://i.etsystatic.com/26761294/r/il/886974/3652113467/il_340x270.3652113467_dm3y.jpg,AnnaShoppingList,6,China,1,1089,218,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,51.31,0.0
"Mustard Yellow Flower girl dress, Flower girl lace dress,Long sleeve dress,twirl dress,rustic flower girl,country flower girl,baby dress 69",https://www.etsy.com/listing/645120630/mustard-yellow-flower-girl-dress-flower?click_key=d9122ee057e44e8a376973ab83f08257402e686c%3A645120630&click_sum=76cc3cb7&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-6&pro=1,https://i.etsystatic.com/10723307/c/2000/1589/0/94/il/7baea7/2056168982/il_340x270.2056168982_1y1d.jpg,SweetValentina,2,"Pleasant Grove, UT",1,12533,15768,0.0,0.0,0.0,0.0,0.0,51,Loved the dress. Wrinkles really easy which was something a little frustrating but made it work. Used this dress for my daughters 2nd birthday photoshoot.,Super fast shipping and amazing customer service. Seller helped me match dress with a dress bought elsewhere. Beautiful dress; my daughter can't wait to wear it for the sunflower photo shoot.,"The quality of this dress is incredible! So beautiful, high quality zipper, incredible material. I ordered rush shipping and it shipped out 5 min after my order! Arrived 3 days later in perfect condition. The seller was even super quick to respond to my message and helped me pick the right size. I will definitely be ordering again!","BEAUTIFUL! Because of the tie in the back, my 21 month old can wear a 2T. I was super concerned it would be huge, but it fits well and is so classy and unique!",48.04,13.67
COMPLETE Girl dress and pink liberty smock stitch doll dress with white collar,https://www.etsy.com/listing/572176512/complete-girl-dress-and-pink-liberty?click_key=a513fab6afc1bae44d274bba676c457e5c7532df%3A572176512&click_sum=f3606272&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-7,https://i.etsystatic.com/13091840/r/il/770aad/3850953879/il_340x270.3850953879_c06p.jpg,Piccolaola,13,Poland,1,593,93,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,89.0,9.9
"Lace Flower Girl Dress, Flower Girl Dress Long Sleeve, White Flower Girl Dresses , Tulle Flower Girl Dress, Toddler Dress, Communion Dress",https://www.etsy.com/listing/752720139/lace-flower-girl-dress-flower-girl-dress?click_key=42ea4eab4f30880c6fb5a6eb13d0abe2d8c20eff%3A752720139&click_sum=dd5a4929&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-162-8&frs=1,https://i.etsystatic.com/21512279/c/1600/1271/0/998/il/c01c7a/2192518187/il_340x270.2192518187_4kxw.jpg,ColibriFashionStudio,0,Ukraine,0,6364,1201,0.0,0.0,0.0,0.0,0.0,8,I ordered this dress to the US and it came in good timing! It is absolutely beautiful!!! My daughter received endless complements! I had a casual dress for her to change into for the reception of our wedding but this was SO cute! We kept it on her! It was worth every penny. Excellent customer service! I loved the details of the dress. I thought it was neat how the bow was made in the back to where it is easy to adjust without you tying your own bow. This keeping the bow in a flawless form. There were options to pin up the train. It came in a small package and I thought NO WAY this could be the dress but don’t let the cover judge the book. Once I opened it the dresser filled out and was full and lovely!,I really wanted a black flower girl dress and she made my dreams come true! This dress far exceeds my expectations! It fits my little flower girl perfectly! She loved it so much she didn’t want to take it off! She is going to steal the show at my wedding!!!! ❤️,The dress was amazing. So many compliments. Just as pretty as pictured and shipping was fast.,I am getting married in a few months and our daughter is our flower girl . I knew from the start I wanted something for her that she would really be able to stand out and look like a mini version of me . This dress has beat all of my expectations Maria had even added a blush accent to her dress to match my bridesmaids. I truly cannot wait for her to steal the show at my upcoming wedding . I can’t thank you enough Maria !,166.74,0.0
Ivory Lace Dusty Rose Pink Tulle Thin Straps Wedding Dress Party Dress Flower Girl Dress - W0031M,https://www.etsy.com/listing/1155966816/ivory-lace-dusty-rose-pink-tulle-thin?click_key=2a3efb026a20f40b20943a18cf6163e05eb11aec%3A1155966816&click_sum=a668d90d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-163-1&pro=1&sts=1,https://i.etsystatic.com/16944385/r/il/3e67a5/3633866040/il_340x270.3633866040_f2yg.jpg,CutiedressDesign,14,"Irvine, CA",0,2534,452,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,116.4,42.21
Long Sleeve Front Sparkly Girls Dress | Birthday and Christmas Gift Dresses for Girls 2-8 Years and Personalized Birthday and Christmas Card,https://www.etsy.com/listing/1167824822/long-sleeve-front-sparkly-girls-dress?click_key=38e51c17291bc156290cd54872d1d033b1893d28%3A1167824822&click_sum=b04eebbf&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-163-2&pro=1&sts=1,https://i.etsystatic.com/23296684/r/il/9eedf6/3840613128/il_340x270.3840613128_a9n8.jpg,SkipStars,7,United Kingdom,1,3105,509,0.87,0.07,0.03,0.01,0.02,0,N.A.,N.A.,N.A.,N.A.,8.68,2.91
"Sage Flower Girl Dress, Occasion Toddler Dress, Boho Flower Girl Dress, Linen Toddler Dress, Linen Clothing Girls",https://www.etsy.com/listing/1238152733/sage-flower-girl-dress-occasion-toddler?click_key=550f202d74a762e0858f3f71ce2d78fb5cdcb92f%3A1238152733&click_sum=fd8b4f96&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-163-3&sts=1,https://i.etsystatic.com/23036633/r/il/a4de3a/4088063024/il_340x270.4088063024_2jsq.jpg,linenlittlestories,0,Ukraine,0,1660,209,0.98,0.02,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,85.65,10.55
Unicorn dress Unicorn party  Grey dress Girl's gift idea Unicorn lover Toddler dress Unicorn applique Unicorn birthday Unicorn and Rainbows,https://www.etsy.com/listing/505479179/unicorn-dress-unicorn-party-grey-dress?click_key=bc9638885a8d4cf3c2d9bb83404ef042325d83a3%3A505479179&click_sum=a4d8d2bb&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-163-4,https://i.etsystatic.com/13626009/r/il/79e820/1122548150/il_340x270.1122548150_5tos.jpg,HappyButtonStore,3,Greece,0,662,134,0.0,0.0,0.0,0.0,0.0,14,"Adorable dresses! Excellent communication from seller, fast shipping, and I couldn't be happier with the quality! My girls LOVE their unicorn dresses! I definitely recommend this shop and will be a return customer as well! Thank you Maria!","Adorable dresses! Excellent communication from seller, fast shipping, and I couldn't be happier with the quality! My girls LOVE their unicorn dresses! I definitely recommend this shop and will be a return customer as well! Thank you Maria!","Very nice contact, very fast shipping and a beautiful dress💜🦄",So cute and very soft!! Made a custom size. Would def order again! Thanks!,39.0,17.0
