listing_url,shop_name,size_options,shop_location,allows_returns,total_shop_sales,shop_reviews_count,shop_5_star_rating_percentage,shop_4_star_rating_percentage,shop_3_star_rating_percentage,shop_2_star_rating_percentage,shop_1_star_rating_percentage,item_reviews_count,listing_customer_reviews,listing_customer_reviews,listing_customer_reviews,listing_customer_reviews,start_price,ship_cost_germany
https://www.etsy.com/listing/529680957/rose-gold-sequin-flower-girl-dress?click_key=bbc87ae62f205d6681170c583f97636b58224f47%3A529680957&click_sum=40b4bfd1&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-4-8&etp=1&sts=1,NicolettesCouture,9,"Dubuque, IA",1,69452,10781,0.0,0.05,0.0,0.0,0.0,88,"The dress was adorable, and the lining was so soft. My daughter complained that her arms got a little irritated after several hours where they rubbed against the outside of the bodice, but that’s the nature of sequins. Also, the seller was amazing. I ordered the wrong size and didn’t notice until the Monday before the wedding. Nicolette was super responsive, and the new dress came on Wednesday with expedited shipping. My daughter was so happy with the dress. She looked beautiful!",Very easy to work with! Even when some fabric was on back order they were able to get it to me quickly. So lightweight and my flower girl looks absolutely stunning in this beautiful dress! ❤️,Absolutely loved this dress! So incredibly soft in the inside so no itchy material.,This was everything I expected! The dress was so adorable and well made. My flower girl (my niece) looks so adorable in it!!,72.96,37.0
https://www.etsy.com/listing/919124393/boho-mauve-lace-flower-girl-dress-blush?click_key=ba71351de6b2d599a9265a060bb4ad835e4767c7%3A919124393&click_sum=aafaa65b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-1&etp=1&sts=1,NicolettesCouture,5,"Dubuque, IA",1,69452,10781,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,98.12,37.0
https://www.etsy.com/listing/793944067/boho-lace-flower-girl-dresses-baby-gift?click_key=cae445314915a99cfffc0b5f3e23429aa63a10a5%3A793944067&click_sum=e1a0fad5&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-2&sts=1,NicolettesCouture,6,"Dubuque, IA",1,69452,10781,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,61.63,37.0
https://www.etsy.com/listing/517800250/ankle-length-whiteivorypeachcustom?click_key=1120a8ca43adee4aa4aa670a78fc33d9dddddd46%3A517800250&click_sum=ba86803e&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-3&frs=1&etp=1,MimosaCouture,13,United Kingdom,0,1680,298,0.0,0.0,0.0,0.0,0.0,9,Love! Most lovely flower girl tutu for my lovely flower girl in NZ. Can't wait for her to wear it on our wedding day in NZ. Beautifully made and such a lovely colour. Amazing service and great delivery. Thank you so much Love it!,Absolutely stunning. Exactly as described and the perfect colour with fabulous ‘poof’. I can’t wait for my flower girl to wear it! Great communication too! Thank you!,This tutu was PERFECT!!!!!!!!!!!!!!!!! Love love loved it.,Great service and delivery can’t wait to put my girls in them when they are flower girls :) x,23.07,0.0
https://www.etsy.com/listing/826342869/betty-0-months-to-14?click_key=eb4b53f3067423d1906e4a9cbc32a341c4f80478%3A826342869&click_sum=fdfb1b75&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-4,Moniquesthingsshop,22,Spain,0,2166,447,0.99,0.01,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,30.0,19.0
https://www.etsy.com/listing/1031753199/linen-flower-girl-dress-girls-dress-baby?click_key=d6da5739d3ce791580a05ae6a298241362b1d9bc%3A1031753199&click_sum=ce2870a2&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-5&sts=1,GALANKA,0,Ukraine,0,563,104,1.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,89.32,29.6
https://www.etsy.com/listing/1148343125/traditional-floral-dress-kids-and-baby?click_key=62c8e5a6828f335d8a5e36e07cec9c4ac335a8ff%3A1148343125&click_sum=5e7cea62&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-6&cns=1,MinnieHomemadeCrafts,14,United Kingdom,0,558,165,0.0,0.0,0.0,0.0,0.0,13,Well made beautiful dress for my granddaughter,Beautiful item cannot wait for it to fit her ❤️,"Gorgeous dress purchased for my first great granddaughter due in July.  Great quality material and finishing.  Description spot on,  Thank you","Beautifully made, stunning material. Really pleased. Thank you",21.63,10.91
https://www.etsy.com/listing/603162829/lace-dress-for-baby-and-child-from-size?click_key=ccd685b4c58c99787e98a608529e58ab0aa4e173%3A603162829&click_sum=7e35c113&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-7&sts=1,FeepourbebeCreation,14,France,1,63,34,0.97,0.03,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,65.0,5.0
https://www.etsy.com/listing/484886066/boho-flower-girl-dresses-white-lace?click_key=ae2461f44ba39a2fcc9dbc015b60c9502c28a7f0%3A484886066&click_sum=3ed17f3f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-5-8&sts=1,NicolettesCouture,10,"Dubuque, IA",1,69452,10781,0.0,0.05,0.0,0.03,0.0,80,Dresses are adorable!! I can't wait to see my flower girls all ready for our wedding day! In the picture I purchased from I did not see or notice the beading design. So that was a shock for me when I received them in the mail. But they are still super cute! Gave 4 stars because I do believe their should be a better picture of the front beading! Will add photo after our wedding!,"The dress is completely adorable and quality was great as well. 
I exchanged the size 2 toddler for a size 3 because my baby girl is a growing girl. The return was super easy and painless, the seller was very responsive. 
When baby girl tried on the dress it was a little big but she will grow into it for the wedding. I'll post another one when she wears it.","My flower girl tried the dress on when I received it and it's so beautiful! She LOVES it, it is the perfect size with a little room to grow if she needs and the inside is incredibly soft. It shipped and arrived so quickly. Great price and great quality, I am so pleased!","This dress is perfect, its so much more beautiful in person. I cant believe the high quality, and the detail in this dress. I couldn't have asked for a better dress. I cant wait to see my girls in this dress at my wedding. ",76.73,37.0
https://www.etsy.com/listing/665186330/champagne-tulle-two-piece-tutu-skirt?click_key=1178c6de8f8379a7b1f4616f4969382e8977807f%3A665186330&click_sum=3a566b3a&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-6-1&etp=1&sts=1,NicolettesCouture,9,"Dubuque, IA",1,69452,10781,0.0,0.0,0.0,0.0,0.0,11,"So beautiful!! This is the cutest flower girl dress and it’s amazing quality! Shipped SO quickly! I ordered a 4T for my 3 year old and it was perfect. I went by the measurements she gave online and my daughter was closer to the 4T than the 3T. I also wanted to go a little bigger because I didn’t want her tummy showing like some of the other pictures. All in all, everything was perfect!",I will update my photo when she wears it on my wedding day... BUT I had to share something now because this little set is absolutely gorgeous! Worth EVERY penny!! 🥰,Fast shipping and a beautiful product.  My flower girl is in love!,Beautiful quality and so so so perfect!!! Our flower girl is going to steal the spotlight for sure! 😍 super fast shipping and great seller communication! Thank you!,91.83,37.0
https://www.etsy.com/listing/1154325466/baby-toddler-cream-flower-girl-birthday?click_key=0aedbe3a0447acaffa0080ce751d5624a9742f20%3A1154325466&click_sum=fdb69096&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-6-2,MillieandOllies,2,United Kingdom,0,1762,310,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,44.69,18.17
https://www.etsy.com/listing/1153358518/tutu-girl-dress-tulle-flower-girl-dress?click_key=8542a2f3c0857da121dedfe8bf656e479cef007f%3A1153358518&click_sum=55610016&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-6-3&frs=1&sts=1,HandmakerSID,9,Ukraine,0,853,115,0.0,0.0,0.0,0.0,0.0,0,N.A.,N.A.,N.A.,N.A.,22.65,0.0
