listing_name,listing_url,listing_image,shop_name,start_price,size_options,ship_cost_germany,allows_returns,shop_location,shop_rating,shop_review_counts,item_review_counts,customer_item_reviews
"Flower girl dress, Lace flower girl dress, Ivory flower girl dress, Tulle flower girl dress, First communion dress, Bridesmaid girl dress",https://www.etsy.com/listing/933953364/flower-girl-dress-lace-flower-girl-dress?click_key=06a115b92bec3e9dba31462d79a4fb87a302ec00%3A933953364&click_sum=9d64d974&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-1&pro=1,https://i.etsystatic.com/23909643/c/1667/1325/0/683/il/177e90/2859364879/il_340x270.2859364879_19rc.jpg,BeverlyCoStore,102.09,0,0,1,Ukraine,5,84,6,"[""This item was truly stunning, I was paranoid that it wouldn't be the same as the picture, however Olga was fantastic at reassuring me. She made the dress in amazing time and managed to get it sent across to me in time for my daughters christening. (I gave her less than 2 weeks notice) she stayed in contact throughout the period between it's dispatch to arrival. To say I was happy with the dress was an understatement, I cannot recommend her enough. My expectations were exceeded. Sometimes when you order outfits that have been made to measure they can be a little rushed, this was not the case here, the dress was perfect and made lovingly."", 'The dress was a little bit different of the picture, but so beautiful and I received my kid’s dresses so fast thanks, thanks :) I’m happy with the dresses', 'the design of the front of the dress was different from the described photo, but nice dress and it arrived on time', 'Amazing. Worth every penny and spot on.']"
"Beach flower girl dress, Bohemian Boho flower girl dress, Ivory / White flower girl dress,Rustic Flower Girl Dress,Country Flower Girl Dress",https://www.etsy.com/listing/505616439/beach-flower-girl-dress-bohemian-boho?click_key=17e73bdaed0df9017930182547b5d17bc1b09171%3A505616439&click_sum=053b5e51&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-2,https://i.etsystatic.com/12618968/c/861/683/0/79/il/4e581c/1348489977/il_340x270.1348489977_dl5x.jpg,MissDandyAtelier,32.95,2,0,1,Spain,5,982,7,"['The dress was absolutely perfect for my daughter as a Flower Girl.  She looked absolutely precious!!!', 'This dress was absolutely beautiful and was perfect for my daughters beach wedding.', 'Gorgeous dress!', 'N.A.']"
Navy Blue  Flower Girl  M003,https://www.etsy.com/listing/261069796/navy-blue-flower-girl-m003?click_key=0a7a51e2c98cdfbde8e4b2006d7559356573fb33%3A261069796&click_sum=380b74da&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-3,https://i.etsystatic.com/12079668/r/il/c3f7d2/890652196/il_340x270.890652196_tier.jpg,MillyWeddingshop,107.04,14,0,1,United Kingdom,5,2.696,9,"['Dress is stunning. Not only it came fast, but Milly sent it before we had to fly out for the wedding. After a small problem with the little jacket, Milly sent us a new one for free and on time. Thank you so much!', ""This dress is beautifully made, and arrived weeks before promised date!  I couldn't be happier.  It has even made a dress-lover out of my Tom boy niece."", 'I bought this dress for my two year old grand daughter.  Absolutely delighted, met all my expectations.  Excellent quality and workmanship.', 'Absolutely gorgeous! Fit perfectly and was excellent quality!']"
Children's double gauze dress from 2 to 12 years,https://www.etsy.com/listing/1106334934/childrens-double-gauze-dress-from-2-to?click_key=c2a939739eb7209952f688893a89055820bad09b%3A1106334934&click_sum=22285c6d&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-4&sts=1,https://i.etsystatic.com/13177673/r/il/fb476d/3465317134/il_340x270.3465317134_55fz.jpg,AmigafoliesCouture,30.00,9,0,0,France,5,381,0,N.A.
Lilly Girls White Holy Communion Dress Ballerina Length,https://www.etsy.com/listing/945382405/lilly-girls-white-holy-communion-dress?click_key=9667fb0bec8dba1744fef71be840b89a8bd106bb%3A945382405&click_sum=64bda85c&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-5&sts=1,https://i.etsystatic.com/27294740/r/il/329395/2805600796/il_340x270.2805600796_j0hq.jpg,PeridotOccasionwear,108.48,3,0,1,United Kingdom,5,68,0,N.A.
"First communion dress for girl, White communion dress, white lace dress for girl, white junior bridesmaid dress",https://www.etsy.com/listing/619181778/first-communion-dress-for-girl-white?click_key=0bb1b2526af72fabe2515673fd327b5fafe40ca6%3A619181778&click_sum=9f73fc7c&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-6,https://i.etsystatic.com/14155347/c/1366/1084/0/149/il/1a941b/1623761399/il_340x270.1623761399_tqjb.jpg,QueenlyStitch,116.69,11,0,1,Latvia,5,22,0,N.A.
Baby Girl Baptism Dress  | Baby Girl Christening Gown | Baby Girl Baptism Outfit | birthday princess gown / flower girl dress / Off WHITE,https://www.etsy.com/listing/968330021/baby-girl-baptism-dress-baby-girl?click_key=aaf196671da163ec4b1421d0429050e4453edb71%3A968330021&click_sum=10a2d41b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-7&cns=1,https://i.etsystatic.com/21743761/r/il/18a9f7/2438661264/il_340x270.2438661264_lku3.jpg,LadyVersus,144.93,8,0,1,United Kingdom,4.5,383,12,"['I’m in love with the dress Irida has made for my daughter’s baptism. The dress is gorgeous 😍 and my daughter looks like a princess in it. Words can’t even justify how happy I am with Irida’s work.', 'absolutely stunning. love it. the seller was amazing and promised us that we would receive it well before the date we needed it for and replied to every message promptly.', 'The dress is just beautiful .', 'I couldn’t recommend a better seller she posted straight away as i had been let down with another lady and was quick on response! The dress is also amazing! Thank u  x']"
"Girls Occasion Dress, Flower Girl Dress, Diamanté Glamour Party Dress - White - SALE",https://www.etsy.com/listing/679201657/girls-occasion-dress-flower-girl-dress?click_key=d508a6b26f1d0395278de77b1e19e7b9e7617e08%3A679201657&click_sum=099215e1&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-29-8,https://i.etsystatic.com/18619350/r/il/0e2edb/1811211451/il_340x270.1811211451_bew7.jpg,CocoFlowerGirls,72.31,6,0,1,United Kingdom,5,1.745,0,N.A.
"Tulle white christening gown with removable skirt, baptism gown, christening dress, christening bonnet, baby bodysuit, baby white dress",https://www.etsy.com/listing/929313421/tulle-white-christening-gown-with?click_key=d299a9c5fa094ba481794d65be048e81822446b0%3A929313421&click_sum=203148ba&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-1&sts=1,https://i.etsystatic.com/24736724/r/il/f8aa58/2748372078/il_340x270.2748372078_acyg.jpg,LaceChristening,145.87,8,0,1,Poland,5,368,0,N.A.
Flower Girl Dress with Burgundy Waistband Sash,https://www.etsy.com/listing/741518864/flower-girl-dress-with-burgundy?click_key=26a0281c85233aa8d64ff776169157c1f612c84b%3A741518864&click_sum=9103313b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-2,https://i.etsystatic.com/16227549/c/780/620/0/63/il/b0242a/2141652315/il_340x270.2141652315_1w38.jpg,ERdressShop,84.92,21,0,1,"Honolulu, HI",5,522,0,N.A.
"Gold & Royal blue Flower girl dress, gold sequin bridesmaid dress",https://www.etsy.com/listing/578207080/gold-royal-blue-flower-girl-dress-gold?click_key=a1c8ab190f9739243c156981c9f2247499bb47f9%3A578207080&click_sum=d49013f2&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-3&pro=1&frs=1&sts=1,https://i.etsystatic.com/8920903/r/il/6856cd/1468347937/il_340x270.1468347937_rcbw.jpg,MimozaLuxury,82.65,2,0,0,Bulgaria,5,607,0,N.A.
"Baby Girl dress, 1st Birthday, Birthday Outfit Girl, Girls Blush Dress, First Birthday Dress,Toddler Birthday,Flower Girl Dress",https://www.etsy.com/listing/1120656519/baby-girl-dress-1st-birthday-birthday?click_key=f865583dfc370bb27215266d3b02043d9f58b39c%3A1120656519&click_sum=5fc978e0&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-4&pro=1,https://i.etsystatic.com/24901926/r/il/ae6eb1/3466731584/il_340x270.3466731584_jjam.jpg,GavrylivDress,100.07,14,0,1,Poland,4.5,257,15,"['Absolutely loved this dress for my daughters 1st birthday. My daughter is average size 18.5lbs, we ordered 12months. It’s beautiful and high quality.', 'I have ordered the dress for the first birthday celebration of our daughter just one week and a half before the big date. So I have chosen an express delivery and even by the measures of “express” I was shocked how fast the dress had arrived! I also want to give a special thank you to the customer service of this shop! Always responsive and helpful. Without their help I won’t get this beautiful dress in time for the birthday celebration. And I’m happy that I have decided for this shop as the big difference always lyes not only in the great product but also in the attentive service.', 'Absolutely BEAUTIFUL dress! Used this for my daughter’s 1st birthday photoshoot and could not be more happy with the quality of the materials. The color is exactly as pictured. Quick response to my questions as well.', 'Purchased this dress for my daughters 1st birthday with a Bambi theme.  It was so elegant and fit right in with the theme with the beautiful feathers and ivy and pearls.  Just beautiful. I would highly recommend it.']"
Beautiful Flower Girl Occasion White Sleeveless Lace Crop Top and Long Lace Tulle Skirt Set,https://www.etsy.com/listing/795930250/beautiful-flower-girl-occasion-white?click_key=1ae258b163f0f771417e73833087797655c10746%3A795930250&click_sum=86ff5263&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-5,https://i.etsystatic.com/18619350/c/1365/1085/0/437/il/dbcd70/2312852514/il_340x270.2312852514_idtj.jpg,CocoFlowerGirls,56.40,9,0,1,United Kingdom,5,1.745,13,"['Great set! Exactly as I expected, great quality.  I was afraid for the size, I took 5/6 years based on the measurements while my daughter is 9 years old. In the end, the measurements are accurate. \nThank you so much!!!', 'Absolutely beautiful, extremely good quality. Can’t wait for the girls to wear them', 'Amazing quality thank you so much', 'Absolutely stunning, I can’t wait for the girls to wear them at the wedding.']"
"Girls sequin leotard, rose gold frill sleeve leotard, bodysuit, top, Bridesmaid, flower girl,  Hand Made in the Uk. 15 colour options",https://www.etsy.com/listing/1192281419/girls-sequin-leotard-rose-gold-frill?click_key=6295ee7db84553027295072ab4bd7e01c0be81ea%3A1192281419&click_sum=364b1c49&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-6&sca=1,https://i.etsystatic.com/19815369/r/il/becc45/3767774905/il_340x270.3767774905_d078.jpg,MimiandLoulla,63.64,16,0,0,United Kingdom,4.5,42,5,"['Mia made this, a tutu and a long tulle skirt for me. They are all gorgeous. The skirt was perfect for my wedding and my daughter is delighted with her outfit. She was also a brilliant communicator and genuinely helpful - THANK YOU! X', 'We bought these leotards for our 2 flower girls to wear  with long tutus in lieu of a more traditional flower girl dress. Mia very kindly put poppers in them, as the girls are 4 years old and I was a bit worried about them needing the toilet 2 minutes before the ceremony and having to completely undress them! They are a lovely soft gold colour and VERY sparkly! They love them.', 'The item is just stunning. Really well made and amazing customer service.', 'N.A.']"
"White flower girl dress,flower girl lace dresses,tulle flower girl dress, rustic flower girl dress, White tutu dress,Toddler lace dress. 229",https://www.etsy.com/listing/627794309/white-flower-girl-dressflower-girl-lace?click_key=46dfa04c9541955cf8de2fc07c9973792f0bc816%3A627794309&click_sum=a56fe694&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-7&pro=1,https://i.etsystatic.com/10723307/r/il/1a61b4/1556376840/il_340x270.1556376840_6nhv.jpg,SweetValentina,31.19,5,0,1,"Pleasant Grove, UT",5,15.763,0,N.A.
"Girl‘s linen dress with long 3/4 sleeves, linen summer dress for baby girl / toddler, flower girl dress in white, brown or other color",https://www.etsy.com/listing/620696012/girls-linen-dress-with-long-34-sleeves?click_key=087d96d6037bebc96ea82b49d172ea64e4de5422%3A620696012&click_sum=21bbeca5&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-30-8&frs=1&sts=1,https://i.etsystatic.com/15150209/c/1365/1083/0/510/il/67b3c2/1582245462/il_340x270.1582245462_1jh5.jpg,NoisyForest,50.00,27,0,1,Lithuania,5,731,25,"['Beautiful dress. Size 9 years fits my 7 year old girl.', ""It's beautiful material, now I know what the back looks like.\n\nedit: \nat first I was unsure\nI ordered it for a special occasion and it looked small, \nwell I’m a first time mom and my baby is just huge as it is but this is her first time wearing the dress and it’s gorgeous with room to grow"", 'Absolutely gorgeous, I am so happy I bought this dress, my daughter can wear it all the time and it always looks great and is lovely and comfortable for her. The sleeve length is great to protect from the sun. I think I may buy more as she grows up!', 'Amazing dress!!! A beautiful quality!']"
"Purple Flower Girl dress, purple tulle princess dress, made to measure",https://www.etsy.com/listing/616492446/purple-flower-girl-dress-purple-tulle?click_key=e239c0da9d313af5d1e4efc6806a2ba74424e8ed%3A616492446&click_sum=398e4254&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-1&pro=1&frs=1&sts=1,https://i.etsystatic.com/8920903/r/il/5e1821/2701181622/il_340x270.2701181622_9rxh.jpg,MimozaLuxury,82.65,2,0,0,Bulgaria,5,607,0,N.A.
Spring ruffle dress with bare back from 2 to 12 years,https://www.etsy.com/listing/1040866423/spring-ruffle-dress-with-bare-back-from?click_key=bc80f911c1863ae6d1e0d02e30b174daf686064c%3A1040866423&click_sum=b7ca3fb1&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-2&frs=1&sca=1&sts=1,https://i.etsystatic.com/13177673/r/il/cc6ce6/3211817471/il_340x270.3211817471_b0wx.jpg,AmigafoliesCouture,30.00,9,0,0,France,5,381,0,N.A.
"White linen dress for girls, Rustic flower girl dress, Flowergirl dress with ruffles, Linen babygirl dress, Linen baby clothes",https://www.etsy.com/listing/629173864/white-linen-dress-for-girls-rustic?click_key=fb2bc86c9b84892092488f6d88f384ea33ad265e%3A629173864&click_sum=d566b8b5&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-3&frs=1&sts=1,https://i.etsystatic.com/15150209/r/il/6cadfa/2986178068/il_340x270.2986178068_6kut.jpg,NoisyForest,55.00,27,0,1,Lithuania,5,731,9,"['Beautifully made linen dress. Perfect for a flower girl!', ""I just can say- I LOVE IT!!!! It's so wonderful, Vaida, Thank you so much!!!!!!! ❤️"", 'So happy with my purchase!  Adorable dress!', 'Beautiful flower dress']"
Flower girls dress girls special occasion white dress girls wedding dress girls party dress girls birthday dress princess dress,https://www.etsy.com/listing/1177770034/flower-girls-dress-girls-special?click_key=5f78da933e087e07f4aebc677b1b6366d968d99f%3A1177770034&click_sum=12ef13f3&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-4&frs=1,https://i.etsystatic.com/32788823/r/il/f49f6b/3717867108/il_340x270.3717867108_r2s7.jpg,AngelvalleyCreations,52.07,10,0,0,United Kingdom,4.5,71,0,N.A.
Baby Set Dress Scarf Girl Baby Clothes Flowers Grey Berry White Pink Gift Newborn Baptism,https://www.etsy.com/listing/909889509/baby-set-dress-scarf-girl-baby-clothes?click_key=4966fa0e4e103e1f8ab710e9360ca578cd157390%3A909889509&click_sum=6c2f709b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-5,https://i.etsystatic.com/24340503/c/1666/1324/633/427/il/2c614f/2729615919/il_340x270.2729615919_o7py.jpg,MykoniaDesign,12.00,3,0,1,Germany,5,157,26,"[""was delivered quickly and my wishes regarding size were fully implemented. Tomorrow is the baptism and we are very happy to put on our daughter's dress with headband. Thank you very much"", 'The dress was worn to the christening and fits very well as the matching headband. Thank you very much.', 'Material is great and looks lovely. Fast delivery and very kind contact. Thank you for making our corona wedding even nicer with this outfit for our baby girl!', 'A very nice dress and accessories. Clear recommendation.Thank you very much.']"
"Flower girl dress, White Ivory Lace flower girl dress, Bohemian lace dress, Rustic Lace dress, Bohemian Boho flower Girl dress, Girl Dress",https://www.etsy.com/listing/680421099/flower-girl-dress-white-ivory-lace?click_key=ae732d3b8af34366fb94e5611911b6834e535a27%3A680421099&click_sum=711ddd02&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-6,https://i.etsystatic.com/12618968/c/1002/796/0/119/il/f51104/2790979832/il_340x270.2790979832_mmro.jpg,MissDandyAtelier,32.95,13,0,1,Spain,5,982,32,"['SO PERFECTLY CUTE!!! Dalia was amazing to work with! My little girl is really tall for her age. And she was happily able to make a 9/10 size with a 7/8 waist and it fit wonderfully! We did need to bring in the sleeves a little, but it was a super easy fix, and it’s ended up being exactly what we were hoping for!', ""A bit late leaving my review but can't praise the extremely talented MissDandyAtelier enough!!! \r\n\r\nEven before placing my order she was extremely helpful and responsive and took a lot of the worry out of ordering flower girls dresses for my twin daughters. \r\n \r\nThe dresses arrived within 2 weeks and I was so taken back with how well made they were. Absolutely gorgeous fabrics (very soft so perfect for kids!) and beautifully finished. \r\n\r\nThey were the ideal dresses for my daughters who found them comfortable throughout the whole wedding day and they looked stunning! We were overloaded with compliments from all of the guests!! \r\n\r\nCould not rate this lady enough!!!!! Wouldn't hesitate to order again! X"", 'We love this dress, ordered for our girls for the wedding. The size 6 seemed to fit more as a size 4t, but size 7 was perfect for both of my girls that are actually a 6 right now :) Beautiful and cant wait for them to wear them in July.', 'My daughter absolutely loved this dress and she received so many compliments on it! The lace is so soft - far softer than I would have imagined - which made it very comfortable to wear. I needed help with the sizing and, in the end, we received a custom size that fit perfectly. Amazing customer service that made my daughter’s day as a flower girl perfect. Thank you!!']"
"Ivory flower girl dress, organic muslin cotton long sleeve dress, baby  1st birthday, toddler christening dress, beige baptism dress",https://www.etsy.com/listing/940908639/ivory-flower-girl-dress-organic-muslin?click_key=6877f5056d6387c82de8bd9bb6eb1bd7dcf89b00%3A940908639&click_sum=edc839c4&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-7,https://i.etsystatic.com/25049536/c/959/763/0/94/il/51191d/2789122720/il_340x270.2789122720_iz9y.jpg,TinyLinenStories,38.00,9,0,1,Lithuania,5,130,0,N.A.
Natural Beige Linen Dress for Baby Girl | Handmade Floral Embroidery | Peter Pan Collar | Short Sleeves | Easter Birthday Spring Dress,https://www.etsy.com/listing/1173916816/natural-beige-linen-dress-for-baby-girl?click_key=102e7ecd38a23f3f36bfd7a099e8d26cafffc992%3A1173916816&click_sum=c44c7d87&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-31-8&sts=1,https://i.etsystatic.com/28950326/c/1761/1399/398/173/il/9f6f36/3783451906/il_340x270.3783451906_1ia0.jpg,OliveNaturalWear,76.00,7,0,1,Romania,5,24,0,N.A.
simple first communion dress with delicate lace,https://www.etsy.com/listing/548453134/simple-first-communion-dress-with?click_key=04eb80f4c18862164bcc92119b3897b17c0fb2b4%3A548453134&click_sum=62473d75&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-1,https://i.etsystatic.com/10145334/c/1391/1104/0/660/il/fe8740/1361020029/il_340x270.1361020029_b80l.jpg,MonikaVenika,325.00,9,0,0,Poland,4,487,0,N.A.
1st Birthday Outfit Rose Gold Dusky Pink Cake Smash dress Crown Party Dress Girls Photo Shoot Flower Headband Suit Set Toddler Decoration,https://www.etsy.com/listing/708573240/1st-birthday-outfit-rose-gold-dusky-pink?click_key=3766d986a7b04cc6459a8645d1c1e1a4da0cdf5a%3A708573240&click_sum=d62228e5&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-2,https://i.etsystatic.com/20621804/c/783/622/0/43/il/a8474f/1947248660/il_340x270.1947248660_ti7b.jpg,magicprintingcompany,11.56,3,0,1,United Kingdom,5,970,12,"['My little girl looked gorgeous in this outfit for her first birthday. Excellent quality, delivered promptly couldn’t have asked for better, thank you will be sure to use again 😊', 'Absolutely perfect for our cake smash', 'Lovely Tutu perfect for my daughters 1st birthday & cake smash! Lovely material', 'I absolutely loved my daughter in her new tutu! So beautiful, so in love with them. Definitely recommend!!']"
Handmade embroidered top layered high low tutu flower girl dress,https://www.etsy.com/listing/749962291/handmade-embroidered-top-layered-high?click_key=ab78c9e7f5063396b5e6251ac86b92eb15ee66e6%3A749962291&click_sum=1bcae986&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-3,https://i.etsystatic.com/13965400/r/il/602be2/2069282902/il_340x270.2069282902_1c4o.jpg,Shopleilarae,102.70,17,0,1,United Kingdom,5,418,4,"['Dress was perfect for the Vegas night before wedding!  Our six year old loved twirling in the dress.', 'such beautiful dresses very well made. the lady who owns the shop was super helpful altering the dresses for me too  would highly recommend x', 'Great communication eith the seller when i had questions. The dress is so pretty and my little girl loves it too. Thank you', 'thank you I love the dress.']"
"Flower Girl Dress, Occasion Dress, Sage Green Very Pretty Boho Dress Vintage Ruffles with Applique",https://www.etsy.com/listing/833602798/flower-girl-dress-occasion-dress-sage?click_key=95228a3c47c277e093865a8eb7727ce42a347620%3A833602798&click_sum=b3df5e9f&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-4,https://i.etsystatic.com/18619350/r/il/503262/2541728761/il_340x270.2541728761_djr3.jpg,CocoFlowerGirls,49.17,9,0,1,United Kingdom,5,1.745,20,"['These dresses were absolutely perfect for my woodsy wedding! My flower girls look like little fairies running through the woods! I ordered them without the appliqué and they looked perfect!', 'Easy to communicate with, dress arrived quickly, gorgeous dress! This dress was for my 2 year old. Looked beautiful on! 😍 I’d love to post more photos but can seem to only post 1!', 'Loved my entire experience! I was difficult in needing clarification on sizing and even changing sizes for some of my flower girls last minute after my order was submitted. They were patient and kind and took care of everything professionally. LOVE the dresses. LOVE the shop.', 'I would recommend this shop 100 x over to anyone. Stunning and amazing communication fast delivery 🚚 Thankyou so much so nice to see my girls so comfortable in their dresses xxxx']"
"Double Gauze Baby Dress, Dusty Blue Toddler Dress, Classic Baby Dress, Long Sleeves Toddler Dress, Muslin Cotton Birthday Dress, Baby Gift",https://www.etsy.com/listing/755053374/double-gauze-baby-dress-dusty-blue?click_key=3bbdeb294b996a952a59c38f923e5873ed256533%3A755053374&click_sum=aee46bdd&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-5,https://i.etsystatic.com/18542681/c/3000/2250/0/0/il/bb4065/4253814814/il_340x270.4253814814_fxy6.jpg,BandelBoutique,42.00,10,0,1,The Netherlands,5,122,0,N.A.
Ariana Mauve Flower Girl Lace & Tulle Dress Baby Gown,https://www.etsy.com/listing/1144740714/ariana-mauve-flower-girl-lace-tulle?click_key=2e42e2ed2476525f1501491d8556227bc90dd2e8%3A1144740714&click_sum=e4a81474&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-6&sts=1,https://i.etsystatic.com/21525886/c/1440/1144/55/227/il/d484fd/3932715629/il_340x270.3932715629_rbo3.jpg,MissBebonito,64.94,3,0,1,United Kingdom,5,166,0,N.A.
"Christening dress, Tulle christening gown, christening gown, baptism dress, baptism gown, lace dress",https://www.etsy.com/listing/1205842538/christening-dress-tulle-christening-gown?click_key=50ae8359fda4a8a075ebf33656a895e95876757a%3A1205842538&click_sum=b5afcf22&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-7&cns=1&sts=1,https://i.etsystatic.com/24736724/r/il/5f5ba3/4005688505/il_340x270.4005688505_mqlp.jpg,LaceChristening,177.35,8,0,1,Poland,5,368,0,N.A.
Light blue Flutter Sleeves Tiered Baby Girl Linen Dress with Neckline Ruffle and Wooden Buttons | Easter Birthday Spring Flower Girl Dress,https://www.etsy.com/listing/1173867542/light-blue-flutter-sleeves-tiered-baby?click_key=3a7e36e86de68dc736baaf8cea2ab08017f279b7%3A1173867542&click_sum=8cfc7629&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-32-8&sts=1,https://i.etsystatic.com/28950326/r/il/04a4ea/3750439121/il_340x270.3750439121_1fsk.jpg,OliveNaturalWear,66.00,9,0,1,Romania,5,24,0,N.A.
"Not Perfect Linen Girls Spring Dress, White Linen Dress, Loose Linen Dress",https://www.etsy.com/listing/615361305/not-perfect-linen-girls-spring-dress?click_key=3e2d7f315de27f0e0c4442697f9ec1f12c43f92c%3A615361305&click_sum=210a167b&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-33-1&frs=1,https://i.etsystatic.com/16670811/c/2000/1589/0/512/il/8428c5/2475754751/il_340x270.2475754751_c1ja.jpg,Vestos,65.00,16,0,1,Lithuania,5,49,0,N.A.
"Girls boho crochet lace cream pinafore dress, or daisy tulle with fringe baby girls, flower girl wedding dress",https://www.etsy.com/listing/1255284063/girls-boho-crochet-lace-cream-pinafore?click_key=b24dba08a06fb20561b787abc577eb4067a1a6c1%3A1255284063&click_sum=8028c784&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-33-2&sts=1,https://i.etsystatic.com/10331886/r/il/97faa6/4293418416/il_340x270.4293418416_shq4.jpg,Emmrycloth,123.63,14,0,1,"Ripon, CA",5,190,4,"['Such an amazing dress! She was flexible and so accommodating! The dress came just as pictured, and it’s so perfect!', 'I asked if it could be done sooner then the time frame she listed and she got it to me on time. And the dress is so beautiful! I love it so much.', 'She was so amazing my dress came sooner then expected and she rush delivered it!! Definitely shopping again', 'Added extra details upon request and was the best to work with!']"
"Pastel Pink Ruffle Linen Dress, Baby Linen Dress, Baby Dress, Flower Girl Dress, Linen Clothes Girls, Dress Girls, Kids Clothing",https://www.etsy.com/listing/688226273/pastel-pink-ruffle-linen-dress-baby?click_key=4110840d955657cce05835225b001f0c64e8bb91%3A688226273&click_sum=6f161297&ga_order=highest_reviews&ga_search_type=all&ga_view_type=gallery&ga_search_query=flower+girl+dress&ref=search_in_grid-33-3&pro=1&sts=1,https://i.etsystatic.com/18431734/c/1200/953/0/384/il/2317e0/2941753259/il_340x270.2941753259_97ur.jpg,allthebeautifullinen,67.15,10,0,1,Lithuania,5,1.151,0,N.A.
